Address,Price $,Type,Size m²,Bedrooms,Bathrooms
"Haret Sakher, Kesrouane, Mount Lebanon",170000,Apartment,150,3,3
"Haret Sakher, Kesrouane, Mount Lebanon",170000,Apartment,150,3,3
"Adma, Kesrouane, Mount Lebanon",1500000,Land,1260,N/A,N/A
"Ras Beirut, Beirut, Beirut",750000,Apartment,174,3,3
"Laqlouq, Jbeil, Mount Lebanon",185000,Land,2571,N/A,N/A
"Achrafieh, Beirut, Beirut",635000,Apartment,220,2,3
"Dbayeh, El Metn, Mount Lebanon",1200000,Apartment,222,3,4
"Hboub, Jbeil, Mount Lebanon",105000,Apartment,160,3,2
"Faytroun, Kesrouane, Mount Lebanon",120000,Land,810,N/A,N/A
"Ras Beirut, Beirut, Beirut",1050000,Apartment,250,3,4
"Halat, Jbeil, Mount Lebanon",300000,Apartment,300,4,5
"Achrafieh, Beirut, Beirut",400000,Office,125,1,N/A
"Naas, El Metn, Mount Lebanon",840000,Land,2800,N/A,N/A
"Dbayeh, El Metn, Mount Lebanon",260000,Apartment,170,3,3
"Dbayeh, El Metn, Mount Lebanon",300000,Apartment,170,3,3
"Ras Beirut, Beirut, Beirut",970000,Apartment,300,4,4
"Ras Beirut, Beirut, Beirut",1700000,Apartment,500,4,4
"Ras Beirut, Beirut, Beirut",870000,Apartment,300,4,4
"Shayle, Kesrouane, Mount Lebanon",340000,Apartment,268,3,4
"Sahel Alma, Kesrouane, Mount Lebanon",425000,Apartment,175,3,4
"Sahel Alma, Kesrouane, Mount Lebanon",420000,Apartment,180,3,4
"Sahel Alma, Kesrouane, Mount Lebanon",450000,Apartment,287,3,5
"Mastita, Jbeil, Mount Lebanon",155000,Apartment,160,3,2
"Sahel Alma, Kesrouane, Mount Lebanon",140000,Apartment,160,3,3
"kfarhbeib, Kesrouane, Mount Lebanon",350000,Apartment,200,3,4
"Jounieh, Kesrouane, Mount Lebanon",2500000,Land,1137,N/A,N/A
"Kfarzebian, Kesrouane, Mount Lebanon",400000,Chalet,120,3,3
"Azra, Kesrouane, Mount Lebanon",500000,House/Villa,500,4,5
"Yarzeh, Baabda, Mount Lebanon",3300000,Land,1650,N/A,N/A
"Achrafieh, Beirut, Beirut",380000,Apartment,240,4,3
"Dlebta, Kesrouane, Mount Lebanon",105000,Land,950,N/A,N/A
"Achrafieh, Beirut, Beirut",950000,Apartment,270,3,4
"Ras Beirut, Beirut, Beirut",1100000,Apartment,300,3,3
"Kaslik, Kesrouane, Mount Lebanon",300000,Apartment,160,3,4
"Achrafieh, Beirut, Beirut",1500000,Office,352,4,N/A
"Haret Sakher, Kesrouane, Mount Lebanon",560000,Apartment,232,3,4
"Achrafieh, Beirut, Beirut",500000,Apartment,220,3,3
"Jbeil, Jbeil, Mount Lebanon",65000,Office,60,1,N/A
"Mansourieh, El Metn, Mount Lebanon",250000,Apartment,255,3,5
"Sahel Alma, Kesrouane, Mount Lebanon",300000,Apartment,169,3,6
"Hosrayel, Jbeil, Mount Lebanon",3675000,Land,10500,N/A,N/A
"Hosrayel, Jbeil, Mount Lebanon",2100000,Land,6000,N/A,N/A
"Halat, Jbeil, Mount Lebanon",170000,House/Villa,187,3,3
"Hboub, Jbeil, Mount Lebanon",250000,Apartment,260,3,5
"Aamchit, Jbeil, Mount Lebanon",2650000,Land,10595,3,N/A
"Ras Beirut, Beirut, Beirut",920000,Apartment,400,4,4
"Ras Beirut, Beirut, Beirut",1500000,Apartment,300,2,4
"Sahel Alma, Kesrouane, Mount Lebanon",450000,Apartment,550,7,7
"Adma, Kesrouane, Mount Lebanon",750000,Apartment,380,3,5
"Ghosta, Kesrouane, Mount Lebanon",850000,Residential Building,1000,N/A,N/A
"Hboub, Jbeil, Mount Lebanon",200000,Apartment,150,3,3
"Ras Beirut, Beirut, Beirut",450000,Apartment,270,2,3
"Faraya, Kesrouane, Mount Lebanon",80000,Chalet,74,1,1
"Sabtieh, El Metn, Mount Lebanon",120000,Apartment,175,2,3
"Al Jamhour, Baabda, Mount Lebanon",350000,Apartment,222,3,4
"Mar Takla, Baabda, Mount Lebanon",700000,Apartment,210,3,4
"Jeita, Kesrouane, Mount Lebanon",190000,Apartment,300,4,5
"Fakra, Kesrouane, Mount Lebanon",130000,Chalet,55,1,1
"Adma, Kesrouane, Mount Lebanon",950000,Apartment,600,5,5
"Hboub, Jbeil, Mount Lebanon",180000,Apartment,183,3,3
"Hboub, Jbeil, Mount Lebanon",190000,Apartment,183,3,3
"Adma, Kesrouane, Mount Lebanon",600000,Apartment,340,3,4
"Hboub, Jbeil, Mount Lebanon",120000,Apartment,110,3,2
"Adma, Kesrouane, Mount Lebanon",500000,Apartment,300,3,4
"Dekweneh, El Metn, Mount Lebanon",1800000,Land,1436,N/A,N/A
"Faraya, Kesrouane, Mount Lebanon",140000,Chalet,90,2,1
"Antelias, El Metn, Mount Lebanon",130000,Apartment,160,2,2
"Jbeil, Jbeil, Mount Lebanon",200000,Apartment,175,3,3
"Batroun, Batroun, North",450000,Shop,176,N/A,N/A
"Batroun, Batroun, North",450000,Shop,129,N/A,N/A
"Batroun, Batroun, North",450000,Shop,124,N/A,N/A
"Aannaya, Jbeil, Mount Lebanon",1200000,Commercial Building,3500,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",230000,Apartment,320,5,5
"Ras Beirut, Beirut, Beirut",1000000,Apartment,250,3,3
"Lehfed, Jbeil, Mount Lebanon",135000,Land,1668,N/A,N/A
"kfarhbeib, Kesrouane, Mount Lebanon",1300000,Residential Building,1600,3,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon",140000,Apartment,140,2,4
"Ballouneh, Kesrouane, Mount Lebanon",180000,Apartment,185,3,4
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",935000,Commercial Building,700,N/A,N/A
"Nammoura, Kesrouane, Mount Lebanon",325000,Land,2163,N/A,N/A
"Faytroun, Kesrouane, Mount Lebanon",1400000,Land,8690,N/A,N/A
"Ras Beirut, Beirut, Beirut",600000,Office,160,2,N/A
"Ras Beirut, Beirut, Beirut",600000,Office,160,2,N/A
"Ras Beirut, Beirut, Beirut",300000,Office,80,1,N/A
"Achrafieh, Beirut, Beirut",2000000,Apartment,500,4,5
"Nahr Ibrahim, Jbeil, Mount Lebanon",185000,Apartment,240,3,3
"Adma, Kesrouane, Mount Lebanon",420000,Apartment,275,3,4
"Hboub, Jbeil, Mount Lebanon",160000,Apartment,160,3,3
"Hboub, Jbeil, Mount Lebanon",140000,Apartment,140,3,3
"Hboub, Jbeil, Mount Lebanon",140000,Apartment,140,3,3
"Hboub, Jbeil, Mount Lebanon",160000,Apartment,160,3,3
"Maad, Jbeil, Mount Lebanon",300000,Land,5420,N/A,N/A
"Ras Beirut, Beirut, Beirut",7500000,Residential Building,3080,N/A,N/A
"Baabda, Baabda, Mount Lebanon",600000,Apartment,396,3,4
"Fanar, El Metn, Mount Lebanon",185000,Apartment,120,2,2
"Maaysra, Kesrouane, Mount Lebanon",125000,Apartment,220,3,3
"Maaysra, Kesrouane, Mount Lebanon",175000,Apartment,350,3,3
"Maaysra, Kesrouane, Mount Lebanon",130000,Apartment,220,3,3
"Tabarja, Kesrouane, Mount Lebanon",2000000,Land,2628,N/A,N/A
"Down Town, Beirut, Beirut",1120000,Shop,280,N/A,N/A
"Louaize, Baabda, Mount Lebanon",525000,Apartment,250,3,3
"Down Town, Beirut, Beirut",1500000,Shop,250,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon",185000,Apartment,185,3,3
"Chiyah, Beirut, Beirut",1200000,Land,470,N/A,N/A
"Ghadir, Kesrouane, Mount Lebanon",250000,Apartment,185,3,3
"Faraya, Kesrouane, Mount Lebanon",400000,Land,1250,N/A,N/A
"Ras Beirut, Beirut, Beirut",650000,Apartment,155,2,3
"Ras Beirut, Beirut, Beirut",950000,Apartment,225,3,3
"Blat, Jbeil, Mount Lebanon",260000,Land,800,N/A,N/A
"Hboub, Jbeil, Mount Lebanon",200000,Apartment,175,3,4
"Aamchit, Jbeil, Mount Lebanon",850000,Land,1300,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon",350000,Land,3050,N/A,N/A
"Yarzeh, Baabda, Mount Lebanon",4270000,Land,2135,N/A,N/A
"Yarzeh, Baabda, Mount Lebanon",2100000,Land,1465,N/A,N/A
"Kaslik, Kesrouane, Mount Lebanon",150000,Office,120,2,N/A
"Nahr Ibrahim, Jbeil, Mount Lebanon",215000,Apartment,154,2,2
"Nahr Ibrahim, Jbeil, Mount Lebanon",180000,Apartment,165,3,3
"Nahr Ibrahim, Jbeil, Mount Lebanon",250000,Apartment,165,3,3
"Nahr Ibrahim, Jbeil, Mount Lebanon",280000,Apartment,265,3,3
"Nahr Ibrahim, Jbeil, Mount Lebanon",180000,Apartment,180,3,3
"Blat, Jbeil, Mount Lebanon",115000,Apartment,110,2,2
"Sarba, Kesrouane, Mount Lebanon",245000,Apartment,200,3,3
"Ghadir, Kesrouane, Mount Lebanon",210000,Apartment,125,2,2
"Ghadir, Kesrouane, Mount Lebanon",230000,Apartment,165,3,3
"Hazmieh, Baabda, Mount Lebanon",360000,Apartment,225,3,3
"Yarzeh, Baabda, Mount Lebanon",1600000,Land,1300,N/A,N/A
"Ras Beirut, Beirut, Beirut",1700000,Apartment,410,4,5
"Achrafieh, Beirut, Beirut",795000,Apartment,380,4,4
"Bouar, Kesrouane, Mount Lebanon",450000,Apartment,350,4,4
"Down Town, Beirut, Beirut",6300000,Residential Building,816,N/A,N/A
"Achrafieh, Beirut, Beirut",1200000,Apartment,540,3,4
"Ras Osta, Jbeil, Mount Lebanon",320000,Land,1426,N/A,N/A
"Kfour, Kesrouane, Mount Lebanon",130000,Apartment,232,2,2
"Kfour, Kesrouane, Mount Lebanon",265000,Apartment,272,5,6
"Ain Kfaa, Jbeil, Mount Lebanon",180000,Land,6400,N/A,N/A
"Ras Osta, Jbeil, Mount Lebanon",64000,Land,960,N/A,N/A
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",460000,Land,920,N/A,N/A
"Zouk Mikael, Kesrouane, Mount Lebanon",100000,Warehouse,220,1,N/A
"Hazmieh, Baabda, Mount Lebanon",2500000,Land,1269,N/A,N/A
"Down Town, Beirut, Beirut",1366000,Apartment,187,2,3
"Aamchit, Jbeil, Mount Lebanon",150000,Land,600,N/A,N/A
"Shayle, Kesrouane, Mount Lebanon",210000,Apartment,210,3,3
"Achrafieh, Beirut, Beirut",1700000,Apartment,630,4,6
"Sarba, Kesrouane, Mount Lebanon",190000,Apartment,180,3,3
"Achrafieh, Beirut, Beirut",710000,Apartment,250,3,3
"Achrafieh, Beirut, Beirut",650000,Apartment,250,3,3
"Faytroun, Kesrouane, Mount Lebanon",250000,Land,1258,N/A,N/A
"Kaslik, Kesrouane, Mount Lebanon",300000,Apartment,170,3,3
"Achrafieh, Beirut, Beirut",1200000,Apartment,190,2,N/A
"Jounieh, Kesrouane, Mount Lebanon",220000,Apartment,165,3,3
"Ras Beirut, Beirut, Beirut",270000,Apartment,120,2,2
"Achrafieh, Beirut, Beirut",275000,Office,180,2,N/A
"Halat, Jbeil, Mount Lebanon",180000,Shop,190,3,N/A
"Achrafieh, Beirut, Beirut",650000,Apartment,265,3,3
"Down Town, Beirut, Beirut",1500000,Apartment,250,3,3
"Down Town, Beirut, Beirut",3500000,Apartment,500,4,5
"Zouk Mosbeh, Kesrouane, Mount Lebanon",2000000,Land,1710,N/A,N/A
"Jounieh, Kesrouane, Mount Lebanon",150000,Office,90,1,N/A
"Sarba, Kesrouane, Mount Lebanon",114000,Apartment,110,2,2
"Ras El Nabeh, Beirut, Beirut",400000,Apartment,170,2,3
"Ras El Nabeh, Beirut, Beirut",450000,Apartment,245,3,4
"Sarba, Kesrouane, Mount Lebanon",98000,Apartment,110,2,2
"Jbeil, Jbeil, Mount Lebanon",250000,Shop,125,1,N/A
"Yarzeh, Baabda, Mount Lebanon",1200000,Apartment,300,3,4
"Yarzeh, Baabda, Mount Lebanon",600000,Apartment,206,3,4
"Wadi Chahrour, Baabda, Mount Lebanon",825000,House/Villa,1200,5,6
"Achrafieh, Beirut, Beirut",250000,Apartment,120,2,2
"Achrafieh, Beirut, Beirut",280000,Apartment,135,2,2
"Achrafieh, Beirut, Beirut",500000,Apartment,250,3,3
"Monteverde, El Metn, Mount Lebanon",850000,Apartment,450,3,5
"New Rawda, El Metn, Mount Lebanon",250000,Apartment,360,5,4
"Fakra, Kesrouane, Mount Lebanon",85000,Chalet,110,2,3
"Aamchit, Jbeil, Mount Lebanon",1000000,Land,10439,N/A,N/A
"Hosrayel, Jbeil, Mount Lebanon",135000,Apartment,160,3,3
"Blat, Jbeil, Mount Lebanon",150000,Land,937,N/A,N/A
"Kaslik, Kesrouane, Mount Lebanon",100000,Office,50,1,N/A
"Sarba, Kesrouane, Mount Lebanon",140000,Apartment,150,3,3
"Aatchane, El Metn, Mount Lebanon",1100000,Land,2212,N/A,N/A
"Aatchane, El Metn, Mount Lebanon",1800000,Land,3776,N/A,N/A
"Bhorsaf, El Metn, Mount Lebanon",2500000,Land,5001,N/A,N/A
"Bejje, Jbeil, Mount Lebanon",600000,Land,17032,N/A,N/A
"Fatqa, Kesrouane, Mount Lebanon",1100000,House/Villa,500,4,7
"Baskinta, El Metn, Mount Lebanon",135000,Land,1034,N/A,N/A
"Halat, Jbeil, Mount Lebanon",300000,Land,831,N/A,N/A
"Lehfed, Jbeil, Mount Lebanon",390000,Land,3930,N/A,N/A
"Yarzeh, Baabda, Mount Lebanon",1450000,Apartment,460,3,4
"Jal el Dib, El Metn, Mount Lebanon",150000,Apartment,125,2,2
"Hboub, Jbeil, Mount Lebanon",200000,Shop,180,1,N/A
"Faytroun, Kesrouane, Mount Lebanon",400000,Land,1200,N/A,N/A
"Monteverde, El Metn, Mount Lebanon",840000,Apartment,420,3,3
"Faraya, Kesrouane, Mount Lebanon",105000,Chalet,120,3,2
"Kfarzebian, Kesrouane, Mount Lebanon",390000,Land,3900,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",340000,Apartment,320,4,4
"Laqlouq, Jbeil, Mount Lebanon",600000,House/Villa,1000,3,4
"Monsef, Jbeil, Mount Lebanon",350000,Chalet,170,3,2
"Zaarour, El Metn, Mount Lebanon",600000,Chalet,240,6,2
"Chikhane, Jbeil, Mount Lebanon",160000,Land,964,N/A,N/A
"Laqlouq, Jbeil, Mount Lebanon",112000,Land,800,N/A,N/A
"Kfarzebian, Kesrouane, Mount Lebanon",350000,Land,2660,N/A,N/A
"Kfar Aabida, Batroun, North",320000,Land,1600,N/A,N/A
"Aannaya, Jbeil, Mount Lebanon",1300000,Commercial Building,3000,N/A,N/A
"Achrafieh, Beirut, Beirut",1200000,Apartment,450,3,3
"Broumana, El Metn, Mount Lebanon",240000,Apartment,240,3,2
"Jounieh, Kesrouane, Mount Lebanon",1100000,Residential Building,700,N/A,N/A
"Ballouneh, Kesrouane, Mount Lebanon",150000,Apartment,170,2,2
"Braij, Jbeil, Mount Lebanon",110000,Apartment,120,2,2
"Braij, Jbeil, Mount Lebanon",106000,Apartment,118,2,2
"Bouar, Kesrouane, Mount Lebanon",150000,Apartment,140,3,1
"Jbeil, Jbeil, Mount Lebanon",310000,House/Villa,310,4,4
"Jbeil, Jbeil, Mount Lebanon",330000,House/Villa,310,3,3
"Jbeil, Jbeil, Mount Lebanon",270000,House/Villa,310,3,3
"Ain Najem, El Metn, Mount Lebanon",350000,Apartment,220,3,3
"Jbeil, Jbeil, Mount Lebanon",480000,House/Villa,450,5,4
"Ras Osta, Jbeil, Mount Lebanon",125000,Land,890,N/A,N/A
"Adonis, Kesrouane, Mount Lebanon",110000,Apartment,160,3,2
"Dbayeh, El Metn, Mount Lebanon",1575000,Land,2253,N/A,N/A
"Mechmech, Jbeil, Mount Lebanon",90000,Chalet,78,2,2
"Mechmech, Jbeil, Mount Lebanon",73000,Chalet,81,2,2
"Mechmech, Jbeil, Mount Lebanon",80000,Chalet,81,2,2
"Mechmech, Jbeil, Mount Lebanon",88000,Chalet,79,2,2
"Mechmech, Jbeil, Mount Lebanon",98000,Chalet,83,2,2
"Mechmech, Jbeil, Mount Lebanon",71000,Chalet,81,2,2
"Achrafieh, Beirut, Beirut",2200000,Apartment,430,4,4
"Achrafieh, Beirut, Beirut",518000,Apartment,115,2,2
"Achrafieh, Beirut, Beirut",680000,Apartment,151,2,3
"Achrafieh, Beirut, Beirut",2800000,Apartment,500,4,5
"Sarba, Kesrouane, Mount Lebanon",65000,Shop,45,1,N/A
"Klayaat, Kesrouane, Mount Lebanon",180000,Land,856,N/A,N/A
"Jounieh, Kesrouane, Mount Lebanon",120000,Office,120,2,N/A
"Gherfine, Jbeil, Mount Lebanon",1400000,Land,7000,N/A,N/A
"Fanar, El Metn, Mount Lebanon",280000,Apartment,260,4,5
"Jbeil, Jbeil, Mount Lebanon",250000,Apartment,160,3,3
"Blat, Jbeil, Mount Lebanon",100000,Apartment,127,3,2
"Bentaael, Jbeil, Mount Lebanon",170000,Apartment,290,4,5
"Halat, Jbeil, Mount Lebanon",155000,Chalet,32,1,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon",135000,Apartment,143,2,2
"Zouk Mosbeh, Kesrouane, Mount Lebanon",115000,Apartment,121,2,2
"Zouk Mosbeh, Kesrouane, Mount Lebanon",100000,Apartment,128,2,2
"Rabweh, El Metn, Mount Lebanon",290000,Apartment,230,3,3
"Batroun, Batroun, North",150000,House/Villa,110,1,N/A
"Faytroun, Kesrouane, Mount Lebanon",190000,Chalet,110,2,2
"Fanar, El Metn, Mount Lebanon",800000,Warehouse,700,2,N/A
"Ghadir, Kesrouane, Mount Lebanon",475000,Apartment,215,3,3
"Ghadir, Kesrouane, Mount Lebanon",450000,Apartment,215,3,3
"Zikrit, El Metn, Mount Lebanon",1100000,Residential Building,1200,N/A,N/A
"Lehfed, Jbeil, Mount Lebanon",135000,Land,2200,N/A,N/A
"Rabweh, El Metn, Mount Lebanon",300000,Apartment,230,3,4
"Zaarour, El Metn, Mount Lebanon",225000,Chalet,90,2,2
"Rabweh, El Metn, Mount Lebanon",400000,Apartment,350,3,4
"Achrafieh, Beirut, Beirut",1500000,Land,318,N/A,N/A
"Fidar, Jbeil, Mount Lebanon",900000,Land,3000,N/A,N/A
"Adonis, Kesrouane, Mount Lebanon",120000,Apartment,140,3,2
"Fatqa, Kesrouane, Mount Lebanon",18000000,Land,36000,N/A,N/A
"Assia, Batroun, North",330000,House/Villa,216,4,2
"Batroun, Batroun, North",170000,Apartment,225,3,3
"Kfarzebian, Kesrouane, Mount Lebanon",400000,Land,550,N/A,N/A
"Blat, Jbeil, Mount Lebanon",200000,Apartment,180,3,3
"Halat, Jbeil, Mount Lebanon",125000,Apartment,155,3,3
"Dbayeh, El Metn, Mount Lebanon",130000,Apartment,100,2,2
"Hboub, Jbeil, Mount Lebanon",325000,Land,850,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",185000,Apartment,150,3,4
"Fanar, El Metn, Mount Lebanon",350000,Apartment,220,3,3
"Gharzouz, Jbeil, Mount Lebanon",485000,Land,4400,N/A,N/A
"Hsoun, Jbeil, Mount Lebanon",2000000,Land,11200,N/A,N/A
"Bsalim, El Metn, Mount Lebanon",490000,Apartment,350,3,3
"Edde, Jbeil, Mount Lebanon",110000,Apartment,160,3,2
"Edde, Jbeil, Mount Lebanon",200000,Apartment,300,3,3
"Achrafieh, Beirut, Beirut",675000,Apartment,190,2,3
"Kfour, Kesrouane, Mount Lebanon",900000,Apartment,300,4,4
"Kfour, Kesrouane, Mount Lebanon",150000,Land,1058,N/A,N/A
"Ballouneh, Kesrouane, Mount Lebanon",250000,Apartment,320,4,4
"Adma, Kesrouane, Mount Lebanon",3500000,Residential Building,2500,3,5
"Monteverde, El Metn, Mount Lebanon",500000,Apartment,480,4,4
"Zeitoun, Kesrouane, Mount Lebanon",563000,Land,22500,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",6000000,Apartment,1100,6,8
"Achrafieh, Beirut, Beirut",5500000,Land,550,N/A,N/A
"chnaniir, Kesrouane, Mount Lebanon",350000,Apartment,330,3,5
"Tourzaiya, Jbeil, Mount Lebanon",265000,Land,5250,N/A,N/A
"Kornet Chehwan, El Metn, Mount Lebanon",280000,Apartment,190,3,3
"Kornet Chehwan, El Metn, Mount Lebanon",210000,Apartment,145,3,3
"Kornet Chehwan, El Metn, Mount Lebanon",255000,Apartment,145,3,3
"Mtayleb, El Metn, Mount Lebanon",250000,Apartment,250,3,2
"Mechmech, Jbeil, Mount Lebanon",82000,Land,2040,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",200000,Apartment,330,4,4
"Dhour Choueir, El Metn, Mount Lebanon",180000,Land,885,N/A,N/A
"Dhour Choueir, El Metn, Mount Lebanon",580000,Land,1280,N/A,N/A
"Hboub, Jbeil, Mount Lebanon",150000,Apartment,160,3,3
"Achrafieh, Beirut, Beirut",575000,Apartment,240,3,3
"Ghazir, Kesrouane, Mount Lebanon",1500000,Land,1600,N/A,N/A
"Yahchouch, Kesrouane, Mount Lebanon",1440000,Land,12000,N/A,N/A
"Jounieh, Kesrouane, Mount Lebanon",1650000,Land,1650,N/A,N/A
"Mar Roukoz, El Metn, Mount Lebanon",1600000,Land,1013,N/A,N/A
"Ain Saadeh, El Metn, Mount Lebanon",320000,Apartment,320,2,4
"Zalka, El Metn, Mount Lebanon",350000,Office,180,2,N/A
"chnaniir, Kesrouane, Mount Lebanon",850000,House/Villa,642,9,8
"Barbara, Jbeil, Mount Lebanon",16000000,Land,121000,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon",2000000,Residential Building,5000,33,9
"Mejdel, Jbeil, Mount Lebanon",210000,Land,3491,N/A,N/A
"Ghazir, Kesrouane, Mount Lebanon",950000,Land,772,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon",160000,Apartment,150,2,3
"Badaro, Beirut, Beirut",265000,Apartment,155,2,2
"Jouret Al Ballout, El Metn, Mount Lebanon",200000,Apartment,150,3,3
"Dlebta, Kesrouane, Mount Lebanon",550000,Apartment,880,3,2
"Mkalles, El Metn, Mount Lebanon",800000,Shop,240,1,N/A
"Furn El Chebbak, Baabda, Mount Lebanon",300000,Shop,200,1,N/A
"Sad El Baouchriye, El Metn, Mount Lebanon",1000000,Land,551,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",270000,Land,1800,N/A,N/A
"Faytroun, Kesrouane, Mount Lebanon",175000,Apartment,150,3,3
"kfarhbeib, Kesrouane, Mount Lebanon",290000,Apartment,200,3,4
"kfarhbeib, Kesrouane, Mount Lebanon",320000,Apartment,208,3,4
"Dbayeh, El Metn, Mount Lebanon",3000000,Land,980,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",550000,Shop,200,1,N/A
"Mtayleb, El Metn, Mount Lebanon",700000,Apartment,350,4,4
"Nahr Ibrahim, Jbeil, Mount Lebanon",1500000,House/Villa,2270,6,6
"kfarhbeib, Kesrouane, Mount Lebanon",485000,Apartment,417,4,5
"Bouar, Kesrouane, Mount Lebanon",120000,Apartment,140,3,3
"Edde, Jbeil, Mount Lebanon",175000,Land,816,N/A,N/A
"Tabarja, Kesrouane, Mount Lebanon",125000,Apartment,110,2,2
"kfarhbeib, Kesrouane, Mount Lebanon",290000,Apartment,235,3,4
"Sahel Alma, Kesrouane, Mount Lebanon",300000,Apartment,210,3,4
"Beit Hebak, Jbeil, Mount Lebanon",150000,Land,1200,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",165000,Apartment,185,3,3
"Achkout, Kesrouane, Mount Lebanon",200000,Land,1250,N/A,N/A
"Sad El Baouchriye, El Metn, Mount Lebanon",220000,Factory,350,3,N/A
"Bouar, Kesrouane, Mount Lebanon",170000,Apartment,166,3,4
"Laqlouq, Jbeil, Mount Lebanon",200000,Chalet,110,2,2
"Qartaboun, Jbeil, Mount Lebanon",100000,Apartment,107,2,2
"Ain Saadeh, El Metn, Mount Lebanon",500000,Apartment,200,4,4
"Ain Saadeh, El Metn, Mount Lebanon",330000,Apartment,160,3,4
"Aamchit, Jbeil, Mount Lebanon",1700000,House/Villa,300,4,4
"Aamchit, Jbeil, Mount Lebanon",250000,Land,500,N/A,N/A
"Hboub, Jbeil, Mount Lebanon",130000,Warehouse,340,N/A,N/A
"Hboub, Jbeil, Mount Lebanon",325000,Apartment,310,3,3
"Bouar, Kesrouane, Mount Lebanon",900000,Land,833,N/A,N/A
"Ghazir, Kesrouane, Mount Lebanon",75000,Land,791,N/A,N/A
"Laqlouq, Jbeil, Mount Lebanon",200000,Land,2070,N/A,N/A
"Hboub, Jbeil, Mount Lebanon",200000,Apartment,200,3,3
"Hboub, Jbeil, Mount Lebanon",250000,Apartment,212,3,3
"Blat, Jbeil, Mount Lebanon",132000,Apartment,125,2,2
"Rabweh, El Metn, Mount Lebanon",325000,Apartment,240,2,3
"Mazraat Yachouh, El Metn, Mount Lebanon",200000,Apartment,150,3,2
"Down Town, Beirut, Beirut",1200000,Apartment,230,3,4
"Jbeil, Jbeil, Mount Lebanon",400000,Commercial Building,450,N/A,N/A
"Berbara, Batroun, North",300000,Land,1200,N/A,N/A
"Achrafieh, Beirut, Beirut",600000,Office,220,3,N/A
"kfarhbeib, Kesrouane, Mount Lebanon",200000,Apartment,180,3,3
"Hboub, Jbeil, Mount Lebanon",1500000,House/Villa,900,5,6
"Gherfine, Jbeil, Mount Lebanon",140000,Apartment,210,3,3
"Kfour, Kesrouane, Mount Lebanon",825000,Land,1650,N/A,N/A
"Ghazir, Kesrouane, Mount Lebanon",1100000,Land,1360,N/A,N/A
"Sahel Alma, Kesrouane, Mount Lebanon",1800000,Land,1022,N/A,N/A
"Raachine, Kesrouane, Mount Lebanon",300000,House/Villa,175,4,4
"Naas, El Metn, Mount Lebanon",916000,Land,2156,N/A,N/A
"Baabdat, El Metn, Mount Lebanon",767000,Land,1180,N/A,N/A
"Broumana, El Metn, Mount Lebanon",450000,Apartment,450,4,4
"Mtayleb, El Metn, Mount Lebanon",900000,Apartment,450,3,4
"Yarzeh, Baabda, Mount Lebanon",1475000,Land,1700,N/A,N/A
"Ehmej, Jbeil, Mount Lebanon",285000,Land,2835,N/A,N/A
"Clemenceau, Beirut, Beirut",3200000,Apartment,900,5,6
"Mtein, El Metn, Mount Lebanon",210000,Land,3450,N/A,N/A
"Ajaltoun, Kesrouane, Mount Lebanon",1650000,Land,3839,N/A,N/A
"Jounieh, Kesrouane, Mount Lebanon",160000,Shop,140,1,N/A
"Baabda, Baabda, Mount Lebanon",665000,Apartment,340,4,4
"Nahr Ibrahim, Jbeil, Mount Lebanon",3050000,Land,6100,N/A,N/A
"Achrafieh, Beirut, Beirut",1800000,Apartment,460,4,5
"Achrafieh, Beirut, Beirut",400000,Apartment,190,3,4
"Mastita, Jbeil, Mount Lebanon",180000,Land,903,N/A,N/A
"Achrafieh, Beirut, Beirut",800000,Office,140,2,N/A
"Broumana, El Metn, Mount Lebanon",410000,Apartment,450,5,5
"Achrafieh, Beirut, Beirut",975000,Office,420,3,N/A
"Jbeil, Jbeil, Mount Lebanon",130000,Apartment,101,2,2
"Anfe, Koura, North",190000,Land,1030,N/A,N/A
"Halat, Jbeil, Mount Lebanon",135000,Apartment,150,3,3
"Al Jamhour, Baabda, Mount Lebanon",295000,Land,1095,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",285000,Apartment,230,3,4
"Jbeil, Jbeil, Mount Lebanon",950000,Residential Building,1100,N/A,N/A
"okaybe, Kesrouane, Mount Lebanon",880000,Land,712,N/A,N/A
"Blat, Jbeil, Mount Lebanon",155000,Apartment,160,3,2
"Wata El Joz, Kesrouane, Mount Lebanon",2549000,Land,25484,N/A,N/A
