Address,Price,Type,Size,Bedrooms,Bathrooms
"Qannabet Broumana, El Metn, Mount Lebanon","$325,000",Apartment,210 m²,3,3
"Achrafieh, Beirut, Beirut","$500,000",Apartment,160 m²,3,3
"Batroun, Batroun, North","$250,000",Apartment,96 m²,1,2
"Braij, Jbeil, Mount Lebanon","$300,000",Land,"1,000 m²",N/A,N/A
"Aamchit, Jbeil, Mount Lebanon","$500,000",Land,"1,575 m²",N/A,N/A
"Faytroun, Kesrouane, Mount Lebanon","$2,600,000",Residential Building,"2,172 m²",N/A,N/A
"Baabdat, El Metn, Mount Lebanon","$490,000",Apartment,280 m²,3,3
"Kfarzebian, Kesrouane, Mount Lebanon","$750,000",Land,750 m²,N/A,N/A
"Wata El Joz, Kesrouane, Mount Lebanon","$600,000",Land,"15,000 m²",N/A,N/A
"Naccache, El Metn, Mount Lebanon","$350,000",Apartment,220 m²,3,4
"Wata El Joz, Kesrouane, Mount Lebanon","$785,000",Land,"3,920 m²",N/A,N/A
"Antelias, El Metn, Mount Lebanon","$550,000",Apartment,185 m²,3,3
"Ghalboun, Jbeil, Mount Lebanon","$490,000",Land,"12,000 m²",N/A,N/A
"Batroun, Batroun, North","$31,000,000",Land,"6,280 m²",N/A,N/A
"Aamchit, Jbeil, Mount Lebanon","$150,000",Apartment,300 m²,3,3
"Barghoun, Koura, North","$2,200,000",Land,"15,121 m²",N/A,N/A
"Laqlouq, Jbeil, Mount Lebanon","$419,500",Land,"3,089 m²",N/A,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$180,000",Apartment,250 m²,2,4
"Broumana, El Metn, Mount Lebanon","$450,000",Apartment,300 m²,2,3
"Mechmech, Jbeil, Mount Lebanon","$600,000",Land,900 m²,N/A,N/A
"Achrafieh, Beirut, Beirut","$1,200,000",Apartment,330 m²,3,3
"Achrafieh, Beirut, Beirut","$4,200,000",Land,617 m²,N/A,N/A
"Baabda, Baabda, Mount Lebanon","$900,000",Land,890 m²,N/A,N/A
"Dekweneh, El Metn, Mount Lebanon","$200,000",Apartment,140 m²,3,2
"Rabweh, El Metn, Mount Lebanon","$425,000",Apartment,350 m²,4,4
"Ghadir, Kesrouane, Mount Lebanon","$250,000",Apartment,180 m²,3,3
"Sahel Alma, Kesrouane, Mount Lebanon","$350,000",Apartment,265 m²,3,3
"Aamchit, Jbeil, Mount Lebanon","$55,000",Apartment,76 m²,1,1
"Antelias, El Metn, Mount Lebanon","$265,000",Office,207 m²,1,N/A
"Aoukar, El Metn, Mount Lebanon","$917,000",Residential Building,703 m²,N/A,N/A
"Fanar, El Metn, Mount Lebanon","$320,000",Apartment,380 m²,5,5
"Bchelli, Jbeil, Mount Lebanon","$65,000",Apartment,90 m²,2,1
"Berbara, Batroun, North","$5,900,000",Land,"3,870 m²",N/A,N/A
"Beit el Chaar, El Metn, Mount Lebanon","$3,120,000",Land,"2,312 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$1,450,000",Apartment,475 m²,4,4
"Tabarja, Kesrouane, Mount Lebanon","$125,000",Apartment,124 m²,2,2
"Faraya, Kesrouane, Mount Lebanon","$500,000",Chalet,200 m²,3,3
"Mansourieh, El Metn, Mount Lebanon","$115,000",Apartment,115 m²,2,2
"Mansourieh, El Metn, Mount Lebanon","$155,000",Apartment,190 m²,3,2
"Ghazir, Kesrouane, Mount Lebanon","$12,500,000",Land,"2,500 m²",N/A,N/A
"Sahel Alma, Kesrouane, Mount Lebanon","$440,000",Apartment,240 m²,3,4
"Ouyoun Al Simen, Kesrouane, Mount Lebanon","$2,500,000",House/Villa,440 m²,4,5
"Beit Meri, El Metn, Mount Lebanon","$1,200,000",Commercial Building,550 m²,2,N/A
"Achrafieh, Beirut, Beirut","$4,500,000",Land,"1,157 m²",N/A,N/A
"Jbeil, Jbeil, Mount Lebanon","$130,000",Land,825 m²,N/A,N/A
"Laqlouq, Jbeil, Mount Lebanon","$230,000",Land,"2,386 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$250,000",Apartment,130 m²,2,2
"Blat, Jbeil, Mount Lebanon","$300,000",Land,850 m²,N/A,N/A
"Haret Sakher, Kesrouane, Mount Lebanon","$280,000",Apartment,220 m²,3,4
"Sahel Alma, Kesrouane, Mount Lebanon","$125,000",Shop,130 m²,2,N/A
"Broumana, El Metn, Mount Lebanon","$330,000",Apartment,222 m²,3,4
"Jeita, Kesrouane, Mount Lebanon","$250,000",Apartment,135 m²,3,3
"Lehfed, Jbeil, Mount Lebanon","$70,000",Land,"1,250 m²",N/A,N/A
"Kfarzebian, Kesrouane, Mount Lebanon","$405,000",Chalet,200 m²,3,2
"Safra, Kesrouane, Mount Lebanon","$450,000",Gas Station,650 m²,1,N/A
"Achrafieh, Beirut, Beirut","$1,100,000",Apartment,325 m²,2,3
"Faytroun, Kesrouane, Mount Lebanon","$2,500,000",Residential Building,"1,520 m²",N/A,N/A
"Kfour, Kesrouane, Mount Lebanon","$150,000",Apartment,230 m²,3,3
"Beit Meri, El Metn, Mount Lebanon","$450,000",Apartment,235 m²,3,3
"Broumana, El Metn, Mount Lebanon","$220,000",Apartment,154 m²,3,3
"Mastita, Jbeil, Mount Lebanon","$450,000",Commercial Building,"1,800 m²",9,N/A
"Sahel Alma, Kesrouane, Mount Lebanon","$650,000",Shop,750 m²,4,N/A
"Antelias, El Metn, Mount Lebanon","$1,800,000",Land,606 m²,N/A,N/A
"Ain Saadeh, El Metn, Mount Lebanon","$430,000",Apartment,215 m²,3,4
"Faytroun, Kesrouane, Mount Lebanon","$950,000",Residential Building,"1,400 m²",3,2
"Bechtelida, Jbeil, Mount Lebanon","$3,550,000",Land,"44,000 m²",N/A,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$130,000",Warehouse,230 m²,1,N/A
"Ballouneh, Kesrouane, Mount Lebanon","$750,000",House/Villa,500 m²,4,5
"Kfarzebian, Kesrouane, Mount Lebanon","$1,400,000",Chalet,250 m²,3,4
"Nabey, El Metn, Mount Lebanon","$280,000",Land,533 m²,N/A,N/A
"Braij, Jbeil, Mount Lebanon","$3,000,000",Residential Building,"5,000 m²",25,9
"Bekaatat Achkout, Kesrouane, Mount Lebanon","$160,000",Land,610 m²,N/A,N/A
"Sahel Alma, Kesrouane, Mount Lebanon","$120,000",Chalet,70 m²,2,1
"Hamat, Batroun, North","$450,000",House/Villa,660 m²,6,5
"Bcheale, Batroun, North","$1,000,000",Land,"8,100 m²",N/A,N/A
"Daychounieh, El Metn, Mount Lebanon","$225,000",Apartment,150 m²,3,3
"Daychounieh, El Metn, Mount Lebanon","$180,000",Apartment,150 m²,3,3
"Adma, Kesrouane, Mount Lebanon","$660,000",Apartment,240 m²,3,5
"Kfarzebian, Kesrouane, Mount Lebanon","$500,000",House/Villa,600 m²,3,4
"Bouar, Kesrouane, Mount Lebanon","$500,000",Land,"2,000 m²",N/A,N/A
"Mansourieh, El Metn, Mount Lebanon","$340,000",Apartment,167 m²,3,3
"Beit Chabeb, El Metn, Mount Lebanon","$150,000",Apartment,140 m²,2,2
"Blat, Jbeil, Mount Lebanon","$550,000",Land,"1,100 m²",N/A,N/A
"Mar Roukoz, El Metn, Mount Lebanon","$300,000",Apartment,174 m²,3,3
"Ghazir, Kesrouane, Mount Lebanon","$170,000",Apartment,130 m²,2,2
"Biyada, El Metn, Mount Lebanon","$950,000",Apartment,700 m²,6,5
"Mansourieh, El Metn, Mount Lebanon","$350,000",Apartment,276 m²,4,4
"Dlebta, Kesrouane, Mount Lebanon","$660,000",Land,"3,300 m²",N/A,N/A
"Dlebta, Kesrouane, Mount Lebanon","$1,100,000",Land,"5,500 m²",N/A,N/A
"Faraya, Kesrouane, Mount Lebanon","$250,000",Chalet,110 m²,3,3
"Mansourieh, El Metn, Mount Lebanon","$400,000",Shop,190 m²,3,N/A
"Blat, Jbeil, Mount Lebanon","$155,000",Apartment,140 m²,3,2
"Aatchane, El Metn, Mount Lebanon","$600,000",Apartment,240 m²,3,4
"Achrafieh, Beirut, Beirut","$1,100,000",Apartment,300 m²,4,3
"Zalka, El Metn, Mount Lebanon","$750,000",Commercial Building,500 m²,2,N/A
"Zalka, El Metn, Mount Lebanon","$450,000",Warehouse,200 m²,1,N/A
"Jbeil, Jbeil, Mount Lebanon","$480,000",House/Villa,350 m²,3,1
"Haret Sakher, Kesrouane, Mount Lebanon","$475,000",Apartment,265 m²,3,3
"Tabarja, Kesrouane, Mount Lebanon","$1,200,000",Apartment,500 m²,4,5
"Tabarja, Kesrouane, Mount Lebanon","$600,000",Apartment,227 m²,2,3
"Baabdat, El Metn, Mount Lebanon","$850,000",Land,"1,350 m²",N/A,N/A
"Arayia, Baabda, Mount Lebanon","$1,250,000",Land,"2,500 m²",N/A,N/A
"Zouk Mikael, Kesrouane, Mount Lebanon","$850,000",Apartment,500 m²,4,5
"Tannourine, Batroun, North","$85,000",Land,830 m²,N/A,N/A
"Achrafieh, Beirut, Beirut","$550,000",Apartment,185 m²,3,3
"Dbayeh, El Metn, Mount Lebanon","$4,150,000",Apartment,700 m²,5,6
"Arayia, Baabda, Mount Lebanon","$700,000",Land,"1,400 m²",N/A,N/A
"Al Jamhour, Baabda, Mount Lebanon","$600,000",Shop,350 m²,N/A,N/A
"Gherfine, Jbeil, Mount Lebanon","$125,000",Apartment,125 m²,2,2
"Mechmech, Jbeil, Mount Lebanon","$125,000",Chalet,140 m²,3,2
"Achrafieh, Beirut, Beirut","$1,950,000",Apartment,300 m²,3,3
"Achrafieh, Beirut, Beirut","$475,000",Apartment,375 m²,3,2
"Adma, Kesrouane, Mount Lebanon","$400,000",Apartment,300 m²,3,4
"Rayfoun, Kesrouane, Mount Lebanon","$1,100,000",House/Villa,300 m²,3,3
"Achrafieh, Beirut, Beirut","$560,000",Apartment,200 m²,3,3
"Achrafieh, Beirut, Beirut","$459,000",Apartment,170 m²,2,3
"Jbeil, Jbeil, Mount Lebanon","$1,900,000",Land,"18,666 m²",N/A,N/A
"Bentaael, Jbeil, Mount Lebanon","$2,000,000",Land,"16,150 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$150,000",Shop,90 m²,1,N/A
"Achrafieh, Beirut, Beirut","$500,000",Apartment,235 m²,3,3
"Beit Meri, El Metn, Mount Lebanon","$475,000",Apartment,190 m²,3,3
"Antelias, El Metn, Mount Lebanon","$150,000",Shop,50 m²,1,N/A
"Mar Takla, Baabda, Mount Lebanon","$2,100,000",Land,"1,000 m²",N/A,N/A
"Monteverde, El Metn, Mount Lebanon","$430,000",Apartment,320 m²,3,4
"Arayia, Baabda, Mount Lebanon","$2,400,000",Land,"6,000 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$850,000",Apartment,265 m²,3,3
"Achrafieh, Beirut, Beirut","$650,000",Apartment,265 m²,3,3
"Aamchit, Jbeil, Mount Lebanon","$155,000",Land,"1,036 m²",N/A,N/A
"Dik El Mehdi, El Metn, Mount Lebanon","$900,000",Apartment,600 m²,4,5
"Batroun, Batroun, North","$200,000",Land,850 m²,N/A,N/A
"Zouk Mikael, Kesrouane, Mount Lebanon","$450,000",Apartment,320 m²,4,3
"Achrafieh, Beirut, Beirut","$450,000",Apartment,200 m²,3,3
"Mastita, Jbeil, Mount Lebanon","$250,000",Land,"1,006 m²",N/A,N/A
"Fatqa, Kesrouane, Mount Lebanon","$950,000",Residential Building,600 m²,6,7
"Zouk Mikael, Kesrouane, Mount Lebanon","$265,000",Shop,86 m²,1,N/A
"Baabda, Baabda, Mount Lebanon","$600,000",Apartment,319 m²,4,6
"Monteverde, El Metn, Mount Lebanon","$410,000",Apartment,260 m²,3,4
"kfarhbeib, Kesrouane, Mount Lebanon","$170,000",Apartment,187 m²,3,3
"Zalka, El Metn, Mount Lebanon","$275,000",Office,105 m²,1,N/A
"Laqlouq, Jbeil, Mount Lebanon","$190,000",Land,920 m²,N/A,N/A
"Zouk Mikael, Kesrouane, Mount Lebanon","$375,000",House/Villa,375 m²,5,7
"Zouk Mikael, Kesrouane, Mount Lebanon","$240,000",Apartment,220 m²,4,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$130,000",Apartment,200 m²,2,2
"Zouk Mikael, Kesrouane, Mount Lebanon","$260,000",Apartment,153 m²,2,2
"Basbina, Batroun, North","$200,000",Apartment,135 m²,2,2
"Laqlouq, Jbeil, Mount Lebanon","$160,000",Land,"1,000 m²",N/A,N/A
"Mtein, El Metn, Mount Lebanon","$990,000",Land,"3,500 m²",N/A,N/A
"Kfar Aabida, Batroun, North","$12,000,000",Land,"7,420 m²",N/A,N/A
"Mansourieh, El Metn, Mount Lebanon","$900,000",Warehouse,730 m²,N/A,N/A
"Achrafieh, Beirut, Beirut","$3,000,000",Land,501 m²,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon","$300,000",Chalet,120 m²,2,1
"Jbeil, Jbeil, Mount Lebanon","$1,200,000",Commercial Building,"1,350 m²",N/A,N/A
"Laqlouq, Jbeil, Mount Lebanon","$320,000",Chalet,240 m²,3,4
"Halat, Jbeil, Mount Lebanon","$7,155,000",Land,"7,154 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$850,000",Apartment,230 m²,3,3
"Achrafieh, Beirut, Beirut","$500,000",Apartment,150 m²,2,2
"Mansourieh, El Metn, Mount Lebanon","$385,000",Apartment,235 m²,3,4
"Mansourieh, El Metn, Mount Lebanon","$1,200,000",Land,"1,000 m²",N/A,N/A
"Shayle, Kesrouane, Mount Lebanon","$300,000",Land,"1,000 m²",N/A,N/A
"Aamchit, Jbeil, Mount Lebanon","$470,000",Apartment,312 m²,4,4
"Batroun, Batroun, North","$150,000",Land,"1,370 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$1,000,000",Apartment,227 m²,3,2
"Zalka, El Metn, Mount Lebanon","$300,000",Office,100 m²,1,N/A
"Qornet El Hamra, El Metn, Mount Lebanon","$800,000",House/Villa,"1,200 m²",5,6
"Aabeidat, Jbeil, Mount Lebanon","$120,000",Land,"1,950 m²",N/A,N/A
"Ras Osta, Jbeil, Mount Lebanon","$75,000",Land,800 m²,N/A,N/A
"Edde, Jbeil, Mount Lebanon","$150,000",Apartment,150 m²,2,2
"Louaize, Baabda, Mount Lebanon","$400,000",Apartment,200 m²,3,4
"Achrafieh, Beirut, Beirut","$390,000",Apartment,155 m²,2,2
"Mar Roukoz, El Metn, Mount Lebanon","$199,000",Apartment,110 m²,2,2
"Achrafieh, Beirut, Beirut","$600,000",Apartment,250 m²,3,3
"Achrafieh, Beirut, Beirut","$700,000",Apartment,245 m²,3,3
"Horsh Tabet, El Metn, Mount Lebanon","$700,000",Apartment,295 m²,3,4
"Naccache, El Metn, Mount Lebanon","$1,875,000",Land,505 m²,N/A,N/A
"Achrafieh, Beirut, Beirut","$4,000,000",Land,470 m²,N/A,N/A
"Achrafieh, Beirut, Beirut","$415,000",Apartment,176 m²,3,3
"Sin El Fil, El Metn, Mount Lebanon","$340,000",Apartment,192 m²,3,3
"Sin El Fil, El Metn, Mount Lebanon","$600,000",Apartment,400 m²,4,4
"Adma, Kesrouane, Mount Lebanon","$750,000",Apartment,637 m²,6,6
"Adma, Kesrouane, Mount Lebanon","$430,000",Apartment,213 m²,3,4
"Nahr Ibrahim, Jbeil, Mount Lebanon","$136,000",Apartment,118 m²,2,2
"Ghbale, Kesrouane, Mount Lebanon","$600,000",House/Villa,300 m²,3,2
"Jbeil, Jbeil, Mount Lebanon","$200,000",Land,"1,515 m²",N/A,N/A
"Nahr Ibrahim, Jbeil, Mount Lebanon","$520,000",Warehouse,545 m²,1,N/A
"Aoukar, El Metn, Mount Lebanon","$299,000",Apartment,168 m²,2,3
"Aoukar, El Metn, Mount Lebanon","$375,000",Apartment,168 m²,2,3
"Rabieh, El Metn, Mount Lebanon","$5,000,000",House/Villa,750 m²,6,6
"Aamchit, Jbeil, Mount Lebanon","$2,500,000",Land,"5,700 m²",N/A,N/A
"Roumie, El Metn, Mount Lebanon","$250,000",Shop,147 m²,1,N/A
"Roumie, El Metn, Mount Lebanon","$290,000",Shop,170 m²,1,N/A
"Halat, Jbeil, Mount Lebanon","$750,000",House/Villa,500 m²,6,N/A
"Ballouneh, Kesrouane, Mount Lebanon","$3,750,000",House/Villa,"2,340 m²",10,9
"Nahr Ibrahim, Jbeil, Mount Lebanon","$136,000",Apartment,118 m²,2,2
"Batroun, Batroun, North","$250,000",Apartment,166 m²,3,3
"Batroun, Batroun, North","$225,000",Apartment,175 m²,3,3
"Aamchit, Jbeil, Mount Lebanon","$1,500,000",House/Villa,"1,200 m²",9,8
"Hazmieh, Baabda, Mount Lebanon","$750,000",Apartment,338 m²,4,6
"Achrafieh, Beirut, Beirut","$480,000",Apartment,200 m²,2,3
"Jbeil, Jbeil, Mount Lebanon","$300,000",Commercial Building,480 m²,N/A,N/A
"Hboub, Jbeil, Mount Lebanon","$100,000",Apartment,150 m²,3,2
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$300,000",Apartment,160 m²,3,2
"Baabda, Baabda, Mount Lebanon","$650,000",Apartment,360 m²,4,5
"Aoukar, El Metn, Mount Lebanon","$280,000",Apartment,168 m²,2,3
"Monteverde, El Metn, Mount Lebanon","$1,700,000",House/Villa,600 m²,5,5
"Baabda, Baabda, Mount Lebanon","$230,000",Office,95 m²,1,N/A
"Naccache, El Metn, Mount Lebanon","$240,000",Apartment,145 m²,3,2
"Blat, Jbeil, Mount Lebanon","$500,000",House/Villa,350 m²,4,3
"Zouk Mikael, Kesrouane, Mount Lebanon","$200,000",Apartment,165 m²,3,2
"Saki Rechmaya, Jbeil, Mount Lebanon","$622,000",Land,"15,550 m²",N/A,N/A
"Gherfine, Jbeil, Mount Lebanon","$1,100,000",Land,"4,010 m²",N/A,N/A
"Mazraat el Siyad, Jbeil, Mount Lebanon","$250,000",Land,"4,110 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$430,000",Apartment,200 m²,3,3
"Hboub, Jbeil, Mount Lebanon","$220,000",Apartment,340 m²,3,3
"Mejdel, Jbeil, Mount Lebanon","$1,000,000",Apartment,"3,500 m²",6,8
"Aamchit, Jbeil, Mount Lebanon","$95,000",Shop,50 m²,1,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$200,000",Apartment,185 m²,2,3
"Dbayeh, El Metn, Mount Lebanon","$750,000",Shop,205 m²,N/A,N/A
"Haret Sakher, Kesrouane, Mount Lebanon","$400,000",Apartment,275 m²,3,4
"Monteverde, El Metn, Mount Lebanon","$1,000,000",Land,877 m²,N/A,N/A
"Zalka, El Metn, Mount Lebanon","$195,000",Apartment,135 m²,3,3
"Edde, Jbeil, Mount Lebanon","$350,000",Land,"1,509 m²",N/A,N/A
"Jbeil, Jbeil, Mount Lebanon","$190,000",Apartment,205 m²,4,2
"Ajaltoun, Kesrouane, Mount Lebanon","$230,000",Apartment,190 m²,3,3
"Kfour, Kesrouane, Mount Lebanon","$1,200,000",House/Villa,900 m²,9,9
"Faraya, Kesrouane, Mount Lebanon","$500,000",Land,"2,000 m²",N/A,N/A
"Sahel Alma, Kesrouane, Mount Lebanon","$600,000",Apartment,255 m²,3,4
"Jdeideh, El Metn, Mount Lebanon","$320,000",Warehouse,320 m²,N/A,N/A
"Jdeideh, El Metn, Mount Lebanon","$480,000",Warehouse,520 m²,N/A,N/A
"Ras Osta, Jbeil, Mount Lebanon","$155,000",Land,"1,100 m²",N/A,N/A
"Aamchit, Jbeil, Mount Lebanon","$110,000",Apartment,125 m²,3,2
"Halat, Jbeil, Mount Lebanon","$150,000",Apartment,150 m²,3,3
"Aamchit, Jbeil, Mount Lebanon","$130,000",Apartment,130 m²,2,2
"Rabieh, El Metn, Mount Lebanon","$950,000",Apartment,450 m²,3,4
"Naccache, El Metn, Mount Lebanon","$230,000",Apartment,220 m²,3,3
"Safra, Kesrouane, Mount Lebanon","$240,000",Apartment,150 m²,3,3
"Jbeil, Jbeil, Mount Lebanon","$400,000",Land,"2,350 m²",N/A,N/A
"Aamchit, Jbeil, Mount Lebanon","$3,000,000",Residential Building,"2,040 m²",N/A,N/A
"Bouchrieh, El Metn, Mount Lebanon","$250,000",Office,75 m²,1,N/A
"Bqosmaiya, Batroun, North","$850,000",Land,"14,118 m²",N/A,N/A
"Tabarja, Kesrouane, Mount Lebanon","$190,000",Chalet,60 m²,1,N/A
"Maameltein, Kesrouane, Mount Lebanon","$350,000",Apartment,200 m²,3,3
"Maameltein, Kesrouane, Mount Lebanon","$340,000",Apartment,200 m²,3,3
"Faytroun, Kesrouane, Mount Lebanon","$1,434,000",Land,"7,548 m²",N/A,N/A
"Adonis, Kesrouane, Mount Lebanon","$240,000",Apartment,240 m²,3,3
"Dekweneh, El Metn, Mount Lebanon","$2,000,000",Warehouse,"2,000 m²",N/A,N/A
"Edde, Jbeil, Mount Lebanon","$165,000",Apartment,160 m²,3,3
"Qornet El Hamra, El Metn, Mount Lebanon","$255,000",Apartment,210 m²,3,3
"Qornet El Hamra, El Metn, Mount Lebanon","$105,000",Shop,35 m²,1,N/A
"Hazmieh, Baabda, Mount Lebanon","$300,000",Apartment,150 m²,2,4
"Hrajel, Kesrouane, Mount Lebanon","$1,200,000",House/Villa,900 m²,4,6
"Kornet Chehwan, El Metn, Mount Lebanon","$650,000",Apartment,295 m²,4,4
"Dbayeh, El Metn, Mount Lebanon","$2,000,000",Shop,400 m²,1,N/A
"Dbayeh, El Metn, Mount Lebanon","$725,000",Shop,145 m²,1,N/A
"Aamchit, Jbeil, Mount Lebanon","$4,435,000",Land,"22,181 m²",N/A,N/A
"Ain Aar, El Metn, Mount Lebanon","$370,000",Apartment,275 m²,4,3
"Dbayeh, El Metn, Mount Lebanon","$395,000",Office,123 m²,1,N/A
"Dbayeh, El Metn, Mount Lebanon","$304,000",Office,95 m²,1,N/A
"Jdeideh, El Metn, Mount Lebanon","$400,000",Apartment,200 m²,3,3
"Mansourieh, El Metn, Mount Lebanon","$230,000",Apartment,160 m²,2,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$190,000",Apartment,165 m²,3,3
"Dbayeh, El Metn, Mount Lebanon","$480,000",Office,150 m²,1,N/A
"Haret Sakher, Kesrouane, Mount Lebanon","$500,000",Shop,500 m²,2,N/A
"Nabey, El Metn, Mount Lebanon","$215,000",Apartment,150 m²,2,2
"Kaslik, Kesrouane, Mount Lebanon","$130,000",Office,120 m²,1,N/A
"Mar Takla, Baabda, Mount Lebanon","$775,000",Apartment,420 m²,4,5
"Batroun, Batroun, North","$300,000",Commercial Building,986 m²,N/A,N/A
"Antelias, El Metn, Mount Lebanon","$185,000",Apartment,120 m²,2,2
"Zouk Mikael, Kesrouane, Mount Lebanon","$160,000",Apartment,133 m²,2,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$130,000",Shop,110 m²,2,N/A
"Mechmech, Jbeil, Mount Lebanon","$250,000",Apartment,240 m²,4,6
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$150,000",Apartment,180 m²,3,3
"Edde, Jbeil, Mount Lebanon","$240,000",Apartment,230 m²,3,3
"Ain Saadeh, El Metn, Mount Lebanon","$3,000,000",Factory,"2,850 m²",5,N/A
"Antelias, El Metn, Mount Lebanon","$360,000",Office,200 m²,3,N/A
"Ain El Rihani, Kesrouane, Mount Lebanon","$300,000",Apartment,275 m²,3,3
"Aannaya, Jbeil, Mount Lebanon","$600,000",Land,"1,100 m²",N/A,N/A
"kfarhbeib, Kesrouane, Mount Lebanon","$600,000",Apartment,350 m²,4,5
"Zaarour, El Metn, Mount Lebanon","$3,600,000",Land,"12,000 m²",N/A,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$120,000",Shop,100 m²,1,N/A
"Haqel, Jbeil, Mount Lebanon","$100,000",Land,891 m²,N/A,N/A
"Haqel, Jbeil, Mount Lebanon","$125,000",Land,"3,060 m²",N/A,N/A
"Ghosta, Kesrouane, Mount Lebanon","$750,000",Residential Building,960 m²,N/A,N/A
"Kaslik, Kesrouane, Mount Lebanon","$160,000",Apartment,170 m²,3,2
"Mar Takla, Baabda, Mount Lebanon","$490,000",Apartment,260 m²,3,4
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$150,000",Apartment,195 m²,3,3
"Naccache, El Metn, Mount Lebanon","$450,000",Apartment,240 m²,4,3
"Ajaltoun, Kesrouane, Mount Lebanon","$320,000",Land,"1,400 m²",N/A,N/A
"Braij, Jbeil, Mount Lebanon","$400,000",House/Villa,850 m²,4,4
"Hazmieh, Baabda, Mount Lebanon","$180,000",Office,77 m²,1,N/A
"Hadath, Baabda, Mount Lebanon","$2,700,000",Commercial Building,"2,441 m²",N/A,N/A
"Blat, Jbeil, Mount Lebanon","$120,000",Land,710 m²,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon","$350,000",Land,"1,880 m²",N/A,N/A
"Edde, Jbeil, Mount Lebanon","$245,000",Land,"1,600 m²",N/A,N/A
"Tabarja, Kesrouane, Mount Lebanon","$250,000",Chalet,70 m²,1,2
"Zalka, El Metn, Mount Lebanon","$1,700,000",Land,614 m²,N/A,N/A
"Tabarja, Kesrouane, Mount Lebanon","$290,000",Chalet,110 m²,2,2
"Jal el Dib, El Metn, Mount Lebanon","$420,000",Apartment,300 m²,4,3
"Zalka, El Metn, Mount Lebanon","$290,000",Office,110 m²,1,N/A
"Achrafieh, Beirut, Beirut","$137,500",Shop,55 m²,1,N/A
"Shayle, Kesrouane, Mount Lebanon","$375,000",Apartment,400 m²,5,3
"Shayle, Kesrouane, Mount Lebanon","$500,000",Apartment,400 m²,5,3
"Jbeil, Jbeil, Mount Lebanon","$225,000",Warehouse,400 m²,1,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$300,000",Apartment,300 m²,3,3
"Mazraat Yachouh, El Metn, Mount Lebanon","$250,000",Apartment,156 m²,3,3
"Louaize, Baabda, Mount Lebanon","$330,000",Apartment,170 m²,3,3
"Louaize, Baabda, Mount Lebanon","$370,000",Apartment,270 m²,4,5
"Beit el Chaar, El Metn, Mount Lebanon","$250,000",Apartment,210 m²,3,3
"Antelias, El Metn, Mount Lebanon","$350,000",Apartment,190 m²,3,3
"Baabdat, El Metn, Mount Lebanon","$290,000",Apartment,270 m²,4,4
"Achrafieh, Beirut, Beirut","$125,000",Shop,42 m²,1,N/A
"Tarchich, Baabda, Mount Lebanon","$95,000",Land,948 m²,N/A,N/A
"Adma, Kesrouane, Mount Lebanon","$1,800,000",Apartment,500 m²,4,5
"Ain Saadeh, El Metn, Mount Lebanon","$825,000",Apartment,600 m²,6,6
"Dbayeh, El Metn, Mount Lebanon","$650,000",Apartment,300 m²,3,4
"Faytroun, Kesrouane, Mount Lebanon","$650,000",Land,"1,300 m²",N/A,N/A
"Hosrayel, Jbeil, Mount Lebanon","$400,000",Residential Building,"1,400 m²",N/A,N/A
"Mechmech, Jbeil, Mount Lebanon","$65,000",Chalet,98 m²,2,2
"Mechmech, Jbeil, Mount Lebanon","$170,000",House/Villa,262 m²,4,3
"Batroun, Batroun, North","$160,000",Apartment,140 m²,3,2
"Jal el Dib, El Metn, Mount Lebanon","$170,000",Apartment,190 m²,3,2
"Qannabet Broumana, El Metn, Mount Lebanon","$395,000",Apartment,220 m²,3,4
"Dik El Mehdi, El Metn, Mount Lebanon","$180,000",Apartment,147 m²,3,2
"Sahel Alma, Kesrouane, Mount Lebanon","$495,000",Apartment,300 m²,3,4
"okaybe, Kesrouane, Mount Lebanon","$1,600,000",Land,"16,362 m²",N/A,N/A
"Zouk Mikael, Kesrouane, Mount Lebanon","$126,000",Apartment,105 m²,2,2
"Zouk Mikael, Kesrouane, Mount Lebanon","$173,000",Apartment,173 m²,3,3
"Bouchrieh, El Metn, Mount Lebanon","$250,000",Office,120 m²,1,N/A
